Layer,LayerShape,ag_total_packets,ag_dropped_packets,ag_received_packets,rs_total_packets,rs_dropped_packets,rs_received_packets
90,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
91,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
92,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
93,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
94,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
95,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
96,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
97,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
98,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
157,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
158,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
159,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
160,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
161,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
162,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
163,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
164,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
165,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
166,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
167,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
168,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
169,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
170,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
171,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
172,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
173,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
174,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
175,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
176,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
235,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
236,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
237,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
238,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
239,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
240,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
241,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
242,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
243,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
244,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
245,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
246,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
247,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
248,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
249,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
250,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
251,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
252,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
253,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
254,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
313,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
314,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
315,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
316,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
317,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
318,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
319,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
320,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
321,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
322,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
323,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
324,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
325,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
326,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
327,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
328,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
329,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
330,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
331,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
332,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
395,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
396,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
397,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
398,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
399,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
400,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
401,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
402,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
403,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
404,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
405,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
406,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
407,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
408,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
409,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
410,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
411,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
412,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
413,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
414,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
415,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
474,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
475,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
476,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
477,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
478,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
479,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
480,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
481,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
482,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
483,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
484,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
485,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
486,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
487,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
488,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
489,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
490,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
491,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
492,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
493,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
552,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
553,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
554,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
555,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
556,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
557,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
558,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
559,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
560,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
561,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
562,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
563,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
564,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
565,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
566,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
567,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
568,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
569,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
570,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
571,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
630,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
631,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
632,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
633,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
634,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
635,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
636,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
637,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
638,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
639,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
640,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
641,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
642,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
643,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
644,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
645,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
646,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
647,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
648,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
649,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
708,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
709,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
710,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
711,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
712,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
713,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
714,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
715,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
716,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
717,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
718,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
719,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
720,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
721,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
722,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
723,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
724,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
725,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
726,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
727,"global_elems=1034516480, dtype=torch.float16",178365,178365,0,1426920,1426920,0
